web-scraper-order,web-scraper-start-url,monsterName,paginationLinks,paginationLinks-href,activeName2,activeDescription2,monsterId,leaderName,leaderDescription,attribute,race,star,monsterLink,monsterLink-href,activeName,activeDescription
"1556372619-5654","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","暗蜥蜴戰士","051-100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92051-100","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/0f/084i.png/revision/latest/scale-to-width-down/40?cb=20140618135958&amp;path-prefix=zh"" 	 alt=""084i""  	class="""" 	 	data-image-key=""084i.png"" 	data-image-name=""084i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/0f/084i.png/revision/latest/scale-to-width-down/40?cb=20140618135958&amp;path-prefix=zh"" 	 alt=""084i""  	class="""" 	 	data-image-key=""084i.png"" 	data-image-name=""084i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/08/245i.png/revision/latest/scale-to-width-down/40?cb=20140618183039&amp;path-prefix=zh"" 	 alt=""245i""  	class="""" 	 	data-image-key=""245i.png"" 	data-image-name=""245i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1b/261i.png/revision/latest/scale-to-width-down/40?cb=20140618184031&amp;path-prefix=zh"" 	 alt=""261i""  	class="""" 	 	data-image-key=""261i.png"" 	data-image-name=""261i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f5/085i.png/revision/latest/scale-to-width-down/40?cb=20140618140116&amp;path-prefix=zh"" 	 alt=""085i""  	class="""" 	 	data-image-key=""085i.png"" 	data-image-name=""085i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","084","龍之力","龍之力
龍類攻擊力 1.5 倍","暗","龍類","2★","暗蜥蜴戰士","https://tos.fandom.com/zh/wiki/%E6%9A%97%E8%9C%A5%E8%9C%B4%E6%88%B0%E5%A3%AB","暗色一擊","暗色一擊
對單一敵人造成 5 倍暗屬性傷害"
"1556372204-4538","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","優格圖","1151-1200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921151-1200","變身","變身<img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/c/c3/1175i.png/revision/latest/scale-to-width-down/40?cb=20160627042503&amp;path-prefix=zh"" 	 alt=""1175i""  	class="""" 	 	data-image-key=""1175i.png"" 	data-image-name=""1175i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>
變身成漆黑啟示 ‧ 優格圖，隊伍中其他暗屬性成員的主動技能 CD 減少 1","1174","暗之震怒","暗之震怒
暗屬性攻擊力 3 倍","暗","人類","6★","優格圖","https://tos.fandom.com/zh/wiki/%E5%84%AA%E6%A0%BC%E5%9C%96","符石同化術 ‧ 暗","符石同化術 ‧ 暗
隨機將 3 至 5 粒符石轉化為暗符石 (心符石優先轉換)"
"1556372337-5229","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","岩焰統領","451-500","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92451-500","<img src=""https://vignette.wikia.nocookie.net/tos/images/a/a0/109i.png/revision/latest/scale-to-width-down/40?cb=20140618165249&amp;path-prefix=zh"" 	 alt=""109i""  	class="""" 	 	data-image-key=""109i.png"" 	data-image-name=""109i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/a/a0/109i.png/revision/latest/scale-to-width-down/40?cb=20140618165249&amp;path-prefix=zh"" 	 alt=""109i""  	class="""" 	 	data-image-key=""109i.png"" 	data-image-name=""109i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1c/462i.png/revision/latest/scale-to-width-down/40?cb=20140618221012&amp;path-prefix=zh"" 	 alt=""462i""  	class="""" 	 	data-image-key=""462i.png"" 	data-image-name=""462i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","462","野獸之力","野獸之力
獸類攻擊力 1.5 倍","火","獸類","4★","岩焰統領","https://tos.fandom.com/zh/wiki/%E5%B2%A9%E7%84%B0%E7%B5%B1%E9%A0%98","裝甲破壞","裝甲破壞
3 回合內，無視全體敵人 75% 的防禦力"
"1556372066-3490","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","豪邁殺拳 ‧ 木法沙","S151-S200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S151-S200","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/ef/629i.png/revision/latest/scale-to-width-down/40?cb=20140825144314&amp;path-prefix=zh"" 	 alt=""629i""  	class="""" 	 	data-image-key=""629i.png"" 	data-image-name=""629i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/e/ef/629i.png/revision/latest/scale-to-width-down/40?cb=20140825144314&amp;path-prefix=zh"" 	 alt=""629i""  	class="""" 	 	data-image-key=""629i.png"" 	data-image-name=""629i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/52/6188i.png/revision/latest/scale-to-width-down/40?cb=20180711234456&amp;path-prefix=zh"" 	 alt=""6188i""  	class="""" 	 	data-image-key=""6188i.png"" 	data-image-name=""6188i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","6188","森影結界 ‧ 獸","森影結界 ‧ 獸
獸類攻擊力 4.5 倍；木符石兼具其他屬性符石效果，每個獸類成員提升 12.5% 效果，最高 75% (效果可以疊加)","木","獸類","6★","豪邁殺拳 ‧ 木法沙","https://tos.fandom.com/zh/wiki/%E8%B1%AA%E9%82%81%E6%AE%BA%E6%8B%B3_%E2%80%A7_%E6%9C%A8%E6%B3%95%E6%B2%99","窮兇極怒 ‧ 強","窮兇極怒 ‧ 強
1 回合內，自身攻擊力 12 倍。(攻擊力不可與其他成員共享)"
"1556372145-4060","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","慈愛紮根 ‧ 千歲蘭","1601-1650","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921601-1650","","","1620","蓄勢之力 ‧ 木","蓄勢之力 ‧ 木
全隊回復力 1.5 倍；每回合移動符石的時間愈長，木屬性攻擊力愈高及全隊回復力愈低，剩餘移動符石時間為 0 時，木屬性攻擊力 4.5 倍及全隊回復力變 0","木","魔族","7★","慈愛紮根 ‧ 千歲蘭","https://tos.fandom.com/zh/wiki/%E6%85%88%E6%84%9B%E6%89%8E%E6%A0%B9_%E2%80%A7_%E5%8D%83%E6%AD%B2%E8%98%AD","王之恩澤","王之恩澤
1 回合內，發動技能時攻擊力基值為 1500 以下的成員，自身攻擊力 4 倍；攻擊力基值為 1500 或以上的成員則追打暗屬性攻擊 1 次"
"1556372087-3619","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","反叛的墮天使 路西法(造型)","S01-S50","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S01-S50","","","6023","穹蒼之賜 ‧ 護心","穹蒼之賜 ‧ 護心
全隊攻擊力 2.5 倍；每直行消除一組 4 粒或以上符石時 (只計算首批消除的符石)，該直行將產生 1 粒心符石。生命力全滿時，所受傷害減少 20%","暗","妖精類","6★","反叛的墮天使 路西法(造型)","https://tos.fandom.com/zh/wiki/%E5%8F%8D%E5%8F%9B%E7%9A%84%E5%A2%AE%E5%A4%A9%E4%BD%BF_%E8%B7%AF%E8%A5%BF%E6%B3%95(%E9%80%A0%E5%9E%8B)","憐憫惡魔之歌","憐憫惡魔之歌
將場上所有符石轉化為固定數量及位置的暗及心符石，並延長移動符石時間 3 秒"
"1556372232-4743","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","領路神寵 ‧ 忠犬","951-1000","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92951-1000","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/06/980i.png/revision/latest/scale-to-width-down/40?cb=20151116123131&amp;path-prefix=zh"" 	 alt=""980i""  	class="""" 	 	data-image-key=""980i.png"" 	data-image-name=""980i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/06/980i.png/revision/latest/scale-to-width-down/40?cb=20151116123131&amp;path-prefix=zh"" 	 alt=""980i""  	class="""" 	 	data-image-key=""980i.png"" 	data-image-name=""980i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f6/981i.png/revision/latest/scale-to-width-down/40?cb=20151116123130&amp;path-prefix=zh"" 	 alt=""981i""  	class="""" 	 	data-image-key=""981i.png"" 	data-image-name=""981i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","981","浪濤萬鈞之怒","浪濤萬鈞之怒
水屬性攻擊力 4 倍","水","獸類","6★","領路神寵 ‧ 忠犬","https://tos.fandom.com/zh/wiki/%E9%A0%98%E8%B7%AF%E7%A5%9E%E5%AF%B5_%E2%80%A7_%E5%BF%A0%E7%8A%AC","水火攻擊轉化","水火攻擊轉化
心符石轉化為水符石，同時將火符石轉化為心符石"
"1556372307-5174","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","不赦眚惡 ‧ 洛基","501-550","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92501-550","<img src=""https://vignette.wikia.nocookie.net/tos/images/d/d2/210i.png/revision/latest/scale-to-width-down/40?cb=20140618181616&amp;path-prefix=zh"" 	 alt=""210i""  	class="""" 	 	data-image-key=""210i.png"" 	data-image-name=""210i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/d/d2/210i.png/revision/latest/scale-to-width-down/40?cb=20140618181616&amp;path-prefix=zh"" 	 alt=""210i""  	class="""" 	 	data-image-key=""210i.png"" 	data-image-name=""210i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/b/b1/510i.png/revision/latest/scale-to-width-down/40?cb=20140219110721&amp;path-prefix=zh"" 	 alt=""510i""  	class="""" 	 	data-image-key=""510i.png"" 	data-image-name=""510i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","510","暗之狂怒","暗之狂怒
暗屬性攻擊力 2.5 倍","暗","神族","7★","不赦眚惡 ‧ 洛基","https://tos.fandom.com/zh/wiki/%E4%B8%8D%E8%B5%A6%E7%9C%9A%E6%83%A1_%E2%80%A7_%E6%B4%9B%E5%9F%BA","符石強化 ‧ 暗","符石強化 ‧ 暗
暗符石轉化為暗強化符石"
"1556372066-3495","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","夢覺涼夏 ‧ 喀耳刻","S151-S200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S151-S200","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c0/349i.png/revision/latest/scale-to-width-down/40?cb=20140618193259&amp;path-prefix=zh"" 	 alt=""349i""  	class="""" 	 	data-image-key=""349i.png"" 	data-image-name=""349i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c0/349i.png/revision/latest/scale-to-width-down/40?cb=20140618193259&amp;path-prefix=zh"" 	 alt=""349i""  	class="""" 	 	data-image-key=""349i.png"" 	data-image-name=""349i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/6/68/6199i.png/revision/latest/scale-to-width-down/40?cb=20190221063031&amp;path-prefix=zh"" 	 alt=""6199i""  	class="""" 	 	data-image-key=""6199i.png"" 	data-image-name=""6199i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","6199","大地之霸權","大地之霸權
木屬性攻擊力 2.5 倍及回復力 2 倍","木","人類","7★","夢覺涼夏 ‧ 喀耳刻","https://tos.fandom.com/zh/wiki/%E5%A4%A2%E8%A6%BA%E6%B6%BC%E5%A4%8F_%E2%80%A7_%E5%96%80%E8%80%B3%E5%88%BB","魔法雙刃","魔法雙刃
達成 4 連擊 (Combo) 或以上才會發動攻擊和回復，連擊 (Combo) 時攻擊力提升 40%，期間所有減傷效果無效 (效果會在關閉此技能或死亡後消失)。此技能可隨時關閉，關閉時，當前技能 CD 減少 6"
"1556372145-4044","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","閉鎖心蕾 ‧ 櫻","1601-1650","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921601-1650","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/90/1603i.png/revision/latest/scale-to-width-down/40?cb=20171026180512&amp;path-prefix=zh"" 	 alt=""1603i""  	class="""" 	 	data-image-key=""1603i.png"" 	data-image-name=""1603i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/90/1603i.png/revision/latest/scale-to-width-down/40?cb=20171026180512&amp;path-prefix=zh"" 	 alt=""1603i""  	class="""" 	 	data-image-key=""1603i.png"" 	data-image-name=""1603i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/9/9d/1604i.png/revision/latest/scale-to-width-down/40?cb=20171026180514&amp;path-prefix=zh"" 	 alt=""1604i""  	class="""" 	 	data-image-key=""1604i.png"" 	data-image-name=""1604i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1604","櫻之花雨","櫻之花雨
妖精類攻擊力 1.3 倍；火及心符石兼具 25% 其他屬性符石效果 (可疊加)。2 粒火或心符石相連，即可發動消除，所有符石掉落機率不受其他技能影響 (包括改變掉落符石屬性的技能)。隊伍回復力愈高，全隊攻擊力額外提升愈多，隊伍回復力達 3000 可提升 1.5 倍，4000 可達至最大 2 倍","火","妖精類","6★","閉鎖心蕾 ‧ 櫻","https://tos.fandom.com/zh/wiki/%E9%96%89%E9%8E%96%E5%BF%83%E8%95%BE_%E2%80%A7_%E6%AB%BB","幻櫻花海 ‧ 魅","幻櫻花海 ‧ 魅
將火及心符石轉化為妖族符石。根據本回合的連擊 (Combo) 數目，下回合開始時將火及心以外的符石，轉化為該數目等值的火強化符石"
"1556372483-5425","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","共生之白魂","251-300","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92251-300","","","254","聖之力","聖之力
光屬性攻擊力 1.5 倍","光","進化素材","3★","共生之白魂","https://tos.fandom.com/zh/wiki/%E5%85%B1%E7%94%9F%E4%B9%8B%E7%99%BD%E9%AD%82","閃光攻擊","閃光攻擊
對敵方全體造成 3 倍光屬性傷害"
"1556372030-3271","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","紅蓮劍士肖恩","","","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/1c/007i.png/revision/latest/scale-to-width-down/40?cb=20140618120123&amp;path-prefix=zh"" 	 alt=""007i""  	class="""" 	 	data-image-key=""007i.png"" 	data-image-name=""007i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/1c/007i.png/revision/latest/scale-to-width-down/40?cb=20140618120123&amp;path-prefix=zh"" 	 alt=""007i""  	class="""" 	 	data-image-key=""007i.png"" 	data-image-name=""007i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e3/008i.png/revision/latest/scale-to-width-down/40?cb=20140618120351&amp;path-prefix=zh"" 	 alt=""008i""  	class="""" 	 	data-image-key=""008i.png"" 	data-image-name=""008i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","008","炎之怒","炎之怒
火屬性攻擊力 2 倍","火","人類","5★","紅蓮劍士肖恩","https://tos.fandom.com/zh/wiki/%E7%B4%85%E8%93%AE%E5%8A%8D%E5%A3%AB%E8%82%96%E6%81%A9","符石激發 ‧ 火","符石激發 ‧ 火
直接引爆水符石造成敵全體火屬性傷害，並產生強化符石"
"1556372267-4981","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","百鬼統領 ‧ 酒吞童子","701-750","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92701-750","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b1/728i.png/revision/latest/scale-to-width-down/40?cb=20141219123829&amp;path-prefix=zh"" 	 alt=""728i""  	class="""" 	 	data-image-key=""728i.png"" 	data-image-name=""728i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b1/728i.png/revision/latest/scale-to-width-down/40?cb=20141219123829&amp;path-prefix=zh"" 	 alt=""728i""  	class="""" 	 	data-image-key=""728i.png"" 	data-image-name=""728i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/c/ca/729i.png/revision/latest/scale-to-width-down/40?cb=20141219123837&amp;path-prefix=zh"" 	 alt=""729i""  	class="""" 	 	data-image-key=""729i.png"" 	data-image-name=""729i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","729","魔魅復甦 ‧ 火燄","魔魅復甦 ‧ 火燄
火屬性攻擊力 2.5 倍及魔族回復力 2 倍","火","魔族","6★","百鬼統領 ‧ 酒吞童子","https://tos.fandom.com/zh/wiki/%E7%99%BE%E9%AC%BC%E7%B5%B1%E9%A0%98_%E2%80%A7_%E9%85%92%E5%90%9E%E7%AB%A5%E5%AD%90","魔之怨念 ‧ 火","魔之怨念 ‧ 火
場上有附加效果時，1 回合內，火屬性攻擊力 1.5 倍及火屬性魔族攻擊力 2.5 倍"
"1556372204-4521","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","辮子姑娘","1151-1200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921151-1200","","","1157","魔之怒","魔之怒
魔族攻擊力 2 倍","火","魔族","5★","辮子姑娘","https://tos.fandom.com/zh/wiki/%E8%BE%AE%E5%AD%90%E5%A7%91%E5%A8%98","斷魂辮","斷魂辮
若場上只有 1 個敵人時，1 回合內全隊攻擊力 1.5 倍；反之，1 回合內，敵方所受傷害的 100% 分別擴散到其他敵人身上"
